series_title,released_year,certificate,certificate_age,a,b,c,d,e,f,g,h,i,overview,runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,L1,a1,b1,L2,a2,b2,L3,a3,b3,R1,G1,B1,R2,G2,B2,R3,G3,B3,H1,S1,V1,H2,S2,V2,H3,S3,V3,black,white,red,orange,yellow,green,blue,purple,colorname1,colorname2,colorname3,hex1,hex2,hex3,file_name,dominant_color_file,agent,american,army,assassin,battle,boy,child,city,crime,daughter,day,dead,death,detective,discovers,drug,falls,family,father,fight,film,forced,friend,future,german,girl,home,killer,lawyer,leads,life,lives,love,missing,mother,murder,mysterious,officer,past,people,police,relationship,save,school,search,secret,series,son,story,team,time,town,violent,war,wife,woman,world,york,discover,fall,lead,live,couple,event,force,french,gang,struggle,track,band,black,british,children,criminal,free,gangster,indian,journey,king,rich,capture,christmas,escape,insane,robbery,classroom,community,conflict,destruction,guard,lord,medieval,prisoner,accident,evil,princess,race,soldier,aging,delivery,game,legendary,night,universe,sum_keyword,cv_L1,cv_a1,cv_b1,cv_L2,cv_a2,cv_b2,cv_L3,cv_a3,cv_b3,genre
Star Wars: Episode VII - The Force Awakens,2015,普遍級,0,0,1,0,0,0,0,0,1,0,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",118,7.9,80,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,Domhnall Gleeson,5.394375453,3.923517617,0.712116872,69.54870164,12.69621622,14.95351351,31.73077975,15.45348837,1.06744186,0.094584055,0.061087646,0.065806666,0.782911631,0.632339522,0.562423038,0.383877744,0.256786193,0.288611136,0.976519772,0.354144353,0.094584055,0.052849661,0.281626411,0.782911631,0.958265069,0.331072986,0.383877744,1,0,2,0,0,0,0,0,black,red,red,#181011,#C8A18F,#62414A,poster478.jpg,poster478_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.7556574,131.9235176,128.7121169,177.3491892,140.6962162,142.9535135,80.91348837,143.4534884,129.0674419,"熱血, 奇幻"
Before Midnight,2013,限制級,18,1,0,1,0,0,0,0,0,0,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,119,7.9,94,Richard Linklater,Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,Ariane Labed,34.03611343,0.004056795,-1.700811359,89.4038435,-3.480093677,-11.15076112,68.56583669,-2.187615527,-12.32486137,0.310053332,0.314039997,0.324308752,0.820508123,0.891357518,0.963551611,0.604039589,0.662878755,0.742379548,0.620056734,0.043956322,0.324308752,0.584116719,0.148454412,0.963551611,0.5957795,0.186346673,0.742379548,1,1,0,0,0,0,1,0,black,white,blue,#4F5053,#D1E3F6,#9AA9BD,poster479.jpg,poster479_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.79208925,128.0040568,126.2991886,227.9798009,124.5199063,116.8492389,174.8428835,125.8123845,115.6751386,"歡樂, 劇情"
X-Men: Days of Future Past,2014,保護級,6,0,1,0,0,0,0,0,1,0,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,220,7.9,75,Bryan Singer,Patrick Stewart,Ian McKellen,Hugh Jackman,James McAvoy,78.62943157,2.419191919,23.91582492,8.829334981,2.214899713,0.103151862,45.42096991,3.451335878,4.892175573,0.829742504,0.753526294,0.588481729,0.110406303,0.094687092,0.098334797,0.454340023,0.413262449,0.390144632,0.114015333,0.290765839,0.829742504,0.961324342,0.142376029,0.110406303,0.06001941,0.141293718,0.454340023,2,0,0,1,0,0,0,0,orange,black,black,#D4C096,#1C1819,#746963,poster480.jpg,poster480_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,200.5050505,130.4191919,151.9158249,22.5148042,130.2148997,128.1031519,115.8234733,131.4513359,132.8921756,"熱血, 奇幻"
Bir Zamanlar Anadolu'da,2011,普遍級,0,0,0,1,0,0,1,0,0,0,A group of men set out in search of a dead body in the Anatolian steppes.,90,7.9,82,Nuri Bilge Ceylan,Muhammet Uzuner,Yilmaz Erdogan,Taner Birsel,Ahmet M√ºmtaz Taylan,9.164628915,-3.011251251,4.029859089,62.01826878,-1.768925108,14.23164736,30.24232996,-1.590817488,11.80092675,0.091714115,0.105614731,0.079075131,0.60544439,0.589429799,0.488251858,0.290440203,0.280826408,0.2066357,0.253961476,0.251286916,0.105614731,0.143891337,0.193564486,0.60544439,0.147547179,0.288543053,0.290440203,1,0,0,0,2,0,0,0,black,yellow,yellow,#171B14,#9A967D,#4A4835,poster481.jpg,poster481_color.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23.36980373,124.9887487,132.0298591,158.1465854,126.2310749,142.2316474,77.11794141,126.4091825,139.8009268,"劇情, 黑暗"
The Artist,2011,普遍級,0,1,0,1,0,0,0,0,0,0,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,144,7.9,89,Michel Hazanavicius,Jean Dujardin,B√©r√©nice Bejo,John Goodman,James Cromwell,1.722989867,0.040436242,0.186073826,82.2754218,0.01744186,0.947674419,35.44140237,0.006912442,0.573732719,0.025676772,0.024474752,0.02286024,0.805073763,0.80229282,0.79550245,0.328083124,0.326685965,0.323184483,0.095537822,0.109691826,0.025676772,0.118241701,0.01188874,0.805073763,0.119131068,0.014931097,0.328083124,3,0,0,0,0,0,0,0,black,black,black,#070606,#CDCDCB,#545352,poster482.jpg,poster482_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.393624161,128.0404362,128.1860738,209.8023256,128.0174419,128.9476744,90.37557604,128.0069124,128.5737327,"歡樂, 劇情"
Edge of Tomorrow,2014,保護級,6,0,1,0,0,0,0,0,1,0,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",197,7.9,71,Doug Liman,Tom Cruise,Emily Blunt,Bill Paxton,Brendan Gleeson,78.36014488,-0.478844169,2.301857585,8.849022521,0.656017831,0.01820208,48.17472857,0.529958678,-0.372417355,0.762171642,0.760748441,0.743161652,0.1023098,0.097623917,0.09872863,0.451162468,0.447281665,0.450875322,0.154189008,0.024941875,0.762171642,0.960707761,0.04580092,0.1023098,0.845665231,0.008601786,0.451162468,3,0,0,0,0,0,0,0,black,black,black,#C2C2BE,#1A1919,#737273,poster483.jpg,poster483_color.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,199.8183695,127.5211558,130.3018576,22.56500743,128.6560178,128.0182021,122.8455579,128.5299587,127.6275826,"熱血, 奇幻"
Amour,2012,保護級,6,1,0,1,0,0,0,0,0,0,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",126,7.9,94,Michael Haneke,Jean-Louis Trintignant,Emmanuelle Riva,Isabelle Huppert,Alexandre Tharaud,5.484533535,3.786558152,0.302704122,74.81541582,8.322988506,8.656321839,32.65459231,8.57445681,4.681505034,0.093816521,0.062431431,0.069404693,0.800596012,0.700190979,0.661178723,0.360761131,0.281848589,0.273718348,0.962969348,0.33453692,0.093816521,0.046637277,0.174141873,0.800596012,0.015567519,0.241275391,0.360761131,1,0,2,0,0,0,0,0,black,red,red,#181012,#CCB3A9,#5C4846,poster484.jpg,poster484_color.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13.98556051,131.7865582,128.3027041,190.7793103,136.3229885,136.6563218,83.26921039,136.5744568,132.681505,"歡樂, 劇情"
The Irishman,2019,限制級,18,0,0,1,0,1,1,0,0,0,"An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s.",113,7.9,94,Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Harvey Keitel,30.16224915,3.552345059,-5.587520938,8.80413176,1.737212864,-3.959264931,56.66387475,0.283680175,-5.073384447,0.288449272,0.272086082,0.312815185,0.100090999,0.095922892,0.11916056,0.522286916,0.533156611,0.567437641,0.733626117,0.130201809,0.312815185,0.696561426,0.195011403,0.11916056,0.626542929,0.079569492,0.567437641,3,0,0,0,0,0,0,0,black,black,black,#4A4550,#1A181E,#858891,poster485.jpg,poster485_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76.91373534,131.5523451,122.4124791,22.45053599,129.7372129,124.0407351,144.4928806,128.2836802,122.9266156,"劇情, 傳記與歷史, 黑暗"
Un proph√®te,2009,輔導級,12,0,0,1,0,0,1,0,0,0,A young Arab man is sent to a French prison.,110,7.9,90,Jacques Audiard,Tahar Rahim,Niels Arestrup,Adel Bencherif,Reda Kateb,11.81805706,22.23009624,11.64129484,91.68145216,6.636890951,2.9274942,44.03924637,46.19327074,27.38028169,0.234389707,0.060047303,0.060411708,0.964094289,0.889110457,0.885506055,0.693846992,0.255302455,0.242584513,0.999651639,0.743814249,0.234389707,0.007644066,0.081515091,0.964094289,0.004697171,0.65037751,0.693846992,0,1,2,0,0,0,0,0,red,white,red,#3C0F0F,#F6E3E2,#B1413E,poster486.jpg,poster486_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30.13604549,150.2300962,139.6412948,233.787703,134.636891,130.9274942,112.3000782,174.1932707,155.3802817,"劇情, 黑暗"
Moon,2009,限制級,18,0,0,1,0,0,1,0,1,0,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",134,7.9,67,Duncan Jones,Sam Rockwell,Kevin Spacey,Dominique McElligott,Rosie Shaw,1.120343137,0.054375,-0.1675,50.37770236,0.154380342,-1.260149573,30.07480904,0.480589023,-2.208165997,0.01600844,0.015892393,0.01764582,0.46818343,0.469922881,0.4784291,0.275908045,0.277040136,0.291111867,0.677697161,0.099367839,0.01764582,0.638370957,0.021415232,0.4784291,0.654256509,0.052226734,0.291111867,3,0,0,0,0,0,0,0,black,black,black,#040404,#77787A,#46474A,poster487.jpg,poster487_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.856875,128.054375,127.8325,128.463141,128.1543803,126.7398504,76.69076305,128.480589,125.791834,"劇情, 黑暗, 奇幻"
L√•t den r√§tte komma in,2008,限制級,18,0,0,1,0,0,1,0,1,0,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",96,7.9,82,Tomas Alfredson,K√•re Hedebrant,Lina Leandersson,Per Ragnar,Henrik Dahl,4.882530388,-1.878280543,-2.081447964,74.95075724,-6.629742033,-3.801213961,35.24902093,-10.34229993,-5.745796907,0.043868731,0.06926813,0.077834951,0.661300208,0.739080674,0.749596536,0.232262537,0.345175838,0.359484285,0.542035985,0.436387761,0.077834951,0.519849565,0.117791804,0.749596536,0.51874476,0.353900722,0.359484285,2,0,0,0,0,0,1,0,black,black,blue,#0B1214,#A9BCBF,#3B585C,poster488.jpg,poster488_color.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12.45045249,126.1217195,125.918552,191.124431,121.370258,124.198786,89.88500336,117.6577001,122.2542031,"劇情, 黑暗, 奇幻"
District 9,2009,輔導級,12,0,1,0,0,0,1,0,1,0,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,145,7.9,81,Neill Blomkamp,Sharlto Copley,David James,Jason Cope,Nathalie Boltt,10.31325975,2.552969121,3.246555819,83.08087405,-0.406473466,0.158825743,42.76922742,2.830931264,5.80654102,0.12862191,0.105188002,0.093365768,0.808616109,0.812236255,0.810005879,0.426120243,0.38900847,0.358900143,0.05588735,0.274106814,0.12862191,0.39731648,0.004457011,0.812236255,0.074651101,0.157749136,0.426120243,3,0,0,0,0,0,0,0,black,black,black,#211B18,#CECFCF,#6D635C,poster489.jpg,poster489_color.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,26.29881235,130.5529691,131.2465558,211.8562288,127.5935265,128.1588257,109.0615299,130.8309313,133.806541,"熱血, 黑暗, 奇幻"
The Wrestler,2008,保護級,6,0,1,1,0,0,0,0,0,0,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",172,7.9,80,Darren Aronofsky,Mickey Rourke,Marisa Tomei,Evan Rachel Wood,Mark Margolis,4.786387491,3.588426041,3.771514093,73.84134783,7.155452436,28.49033256,34.60194837,13.16060127,27.81170886,0.09364644,0.054595473,0.032999809,0.815108881,0.690055327,0.506833917,0.429126729,0.285765424,0.144121924,0.059348348,0.647612776,0.09364644,0.099057352,0.378200963,0.815108881,0.08283106,0.664150671,0.429126729,1,0,0,2,0,0,0,0,black,orange,orange,#180E08,#D0B081,#6D4925,poster490.jpg,poster490_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.2052881,131.588426,131.7715141,188.295437,135.1554524,156.4903326,88.23496835,141.1606013,155.8117089,"熱血, 劇情"
Jab We Met,2007,普遍級,0,1,0,1,0,0,0,0,0,0,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,91,7.9,,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora,Dara Singh,91.54359409,-6.157228018,13.45454545,12.25512838,9.009237875,12.10277136,64.17574437,3.424731183,30.72520908,0.88985776,0.917243089,0.802269812,0.184165787,0.105859727,0.057584399,0.687912342,0.597809011,0.393099557,0.206364774,0.125346572,0.917243089,0.063562962,0.687323037,0.184165787,0.115728503,0.428561558,0.687912342,0,1,0,2,0,0,0,0,white,orange,orange,#E3EACD,#2F1B0F,#AF9864,poster491.jpg,poster491_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,233.4361649,121.842772,141.4545455,31.25057737,137.0092379,140.1027714,163.6481481,131.4247312,158.7252091,"歡樂, 劇情"
Boyhood,2014,輔導級,12,0,0,1,0,0,0,0,0,0,"The life of Mason, from early childhood to his arrival at college.",102,7.9,100,Richard Linklater,Ellar Coltrane,Patricia Arquette,Ethan Hawke,Elijah Smith,19.04670811,-2.764227642,1.253387534,70.5977339,-5.07727797,8.280276817,39.14011644,-16.0770006,25.37190083,0.167122182,0.186087429,0.173807108,0.659127351,0.687248174,0.617155154,0.298005694,0.388303042,0.19149262,0.39208049,0.101915788,0.186087429,0.233532152,0.101990842,0.687248174,0.243133948,0.506847489,0.388303042,2,0,0,0,0,1,0,0,black,black,green,#2B2F2C,#A8AF9D,#4C6331,poster492.jpg,poster492_color.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48.56910569,125.2357724,129.2533875,180.0242215,122.922722,136.2802768,99.80729692,111.9229994,153.3719008,劇情
"4 luni, 3 saptam√¢ni si 2 zile",2007,普遍級,0,0,0,1,0,0,0,0,0,0,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,95,7.9,97,Cristian Mungiu,Anamaria Marinca,Laura Vasiliu,Vlad Ivanov,Alexandru Potocean,19.48231629,-1.802959502,11.5046729,80.35060115,-4.204046639,2.755144033,48.22932723,-4.856297549,14.22442942,0.193062155,0.186993329,0.118430968,0.756297348,0.790902167,0.76064202,0.444820121,0.457092937,0.353540184,0.15311374,0.386565596,0.193062155,0.354258511,0.043753602,0.790902167,0.186419588,0.226546386,0.457092937,1,0,0,0,2,0,0,0,yellow,black,yellow,#31301E,#C1CAC2,#71755A,poster493.jpg,poster493_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49.67990654,126.1970405,139.5046729,204.8940329,123.7959534,130.755144,122.9847844,123.1437025,142.2244294,劇情
Star Trek,2009,保護級,6,0,1,0,0,0,0,0,1,0,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,114,7.9,82,J.J. Abrams,Chris Pine,Zachary Quinto,Simon Pegg,Leonard Nimoy,94.1923775,-2.165456745,-1.786448881,6.863477417,-0.518674136,-3.735760971,57.47167561,-3.57960644,-6.703041145,0.912369736,0.939987725,0.947434495,0.071929276,0.08456009,0.102572148,0.496868025,0.550024329,0.586261517,0.535395319,0.03701022,0.947434495,0.597967634,0.298744568,0.102572148,0.567561197,0.152480573,0.586261517,2,1,0,0,0,0,0,0,white,black,black,#E9F0F2,#12161A,#7F8C95,poster494.jpg,poster494_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,240.1905626,125.8345433,126.2135511,17.50186741,127.4813259,124.264239,146.5527728,124.4203936,121.2969589,"熱血, 奇幻"
In Bruges,2008,限制級,18,1,0,1,0,0,1,0,0,0,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",123,7.9,67,Martin McDonagh,Colin Farrell,Brendan Gleeson,Ciar√°n Hinds,Elizabeth Berrington,79.51356354,-2.646755162,4.516224189,10.40784035,1.252755066,-0.183434056,45.96039167,6.667083855,-6.348352107,0.763655253,0.777931027,0.739041006,0.117361865,0.108724456,0.112017106,0.45666124,0.412977238,0.46915375,0.227846774,0.049991605,0.777931027,0.936465322,0.073596385,0.117361865,0.796270067,0.119740089,0.46915375,3,0,0,0,0,0,0,0,black,black,black,#C3C6BC,#1E1C1D,#746978,poster495.jpg,poster495_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202.759587,125.3532448,132.5162242,26.53999289,129.2527551,127.8165659,117.1989987,134.6670839,121.6516479,"歡樂, 劇情, 黑暗"
The Man from Earth,2007,保護級,6,0,0,1,0,0,1,0,1,0,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,138,7.9,,Richard Schenkman,David Lee Smith,Tony Todd,John Billingsley,Ellen Crawford,83.93712724,-0.955239064,-4.343845371,5.05376859,1.647489824,-5.064857531,37.61957892,2.853003161,-15.21338251,0.801630151,0.823720522,0.852441464,0.066229942,0.063721178,0.095871622,0.326024448,0.343830984,0.443413385,0.594207833,0.059606806,0.852441464,0.679672003,0.335348911,0.095871622,0.641385272,0.264739273,0.443413385,2,0,0,0,0,0,1,0,black,black,blue,#CCD2D9,#111018,#535871,poster496.jpg,poster496_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,214.0396745,127.0447609,123.6561546,12.88710991,129.6474898,122.9351425,95.92992624,130.8530032,112.7866175,"劇情, 黑暗, 奇幻"
Letters from Iwo Jima,2006,保護級,6,0,1,1,0,0,0,0,0,0,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",127,7.9,89,Clint Eastwood,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ry√¥ Kase,40.97644427,-3.15585384,14.44071588,84.82928584,-2.682568807,12.0293578,6.010289968,-0.252237001,3.010640871,0.385721665,0.383372549,0.28503738,0.838817641,0.834864357,0.740870337,0.08036526,0.075739246,0.055063352,0.162778082,0.261028338,0.385721665,0.159939777,0.116768293,0.838817641,0.136194564,0.314836386,0.08036526,2,0,0,0,1,0,0,0,yellow,black,black,#626249,#D6D5BD,#14130E,poster497.jpg,poster497_color.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,104.4899329,124.8441462,142.4407159,216.3146789,125.3174312,140.0293578,15.32623942,127.747763,131.0106409,"熱血, 劇情"
